woche,lfd,gewicht,date,location_size,Bundesland,West/East,Gender,Age,Education,Job,Household size,NumberofPerson>14,party preference,Eligible to vote,HH Income,난민에 관한 우려,단기적 난민 수용 인식,장기적 난민 수용 인식,난민문제에 대한 정부인식
KW 03 - Januar,3422690,",453183",2016/01/13,100000 bis 500000,Nordrhein-Westfalen,West,m,50,Studium,ja,zwei,zwei,SPD,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,3424102,"2,788507",2016/01/13,100000 bis 500000,Niedersachsen,West,m,28,Mittlerer Bildungsabschl,ja,zwei,zwei,AfD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,3424286,"1,363709",2016/01/13,50000 bis 100000,Nordrhein-Westfalen,West,m,44,Mittlerer Bildungsabschl,ja,vier,drei,AfD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,3425762,"8,972061",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,m,33,"Volks-, Hauptschule",ja,drei,zwei,NPD / DVU,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,3426027,",507693",2016/01/13,50000 bis 100000,Nordrhein-Westfalen,West,m,62,Studium,nein,zwei,zwei,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,217014,",290954",2016/01/13,100000 bis 500000,Schleswig-Holstein,West,m,65,Studium,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,274095,"2,493176",2016/01/13,100000 bis 500000,Schleswig-Holstein,West,w,27,Abitur,nein,drei,drei,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,277639,"3,537743",2016/01/13,100000 bis 500000,Schleswig-Holstein,West,w,18,Schüler,nein,fuenf und mehr,fuenf und mehr,CDU/CSU,ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,407879,",36948",2016/01/13,500000 und mehr,Schleswig-Holstein,West,m,48,Abitur,ja,drei,zwei,"Bündnis `90, Die Grünen",ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,440479,"1,884952",2016/01/13,bis 2000,Schleswig-Holstein,West,m,45,Mittlerer Bildungsabschl,ja,drei,zwei,SPD,ja,1500 bis unter 2000,mache mir Sorgen,"weiß nicht, keine Angabe",eher Nachteile,kommt eher nicht voran
KW 03 - Januar,576179,",475595",2016/01/13,5000 bis 20000,Schleswig-Holstein,West,w,57,Studium,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,604494,",50827",2016/01/13,100000 bis 500000,Schleswig-Holstein,West,m,56,Mittlerer Bildungsabschl,ja,zwei,zwei,CDU/CSU,ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,677657,"1,393243",2016/01/13,500000 und mehr,Schleswig-Holstein,West,m,17,Schüler,nein,vier,drei, ,nein,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,816603,",442103",2016/01/13,100000 bis 500000,Schleswig-Holstein,West,m,80,Studium,nein,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,862177,",403188",2016/01/13,50000 bis 100000,Schleswig-Holstein,West,w,83,Studium,nein,eine Person,eine Person,"Bündnis `90, Die Grünen",ja,2000 bis unter 2500,mache mir Sorgen,"weiß nicht, keine Angabe","eher Vorteile,",kommt eher voran
KW 03 - Januar,1027529,"1,719169",2016/01/13,100000 bis 500000,Schleswig-Holstein,West,w,73,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,1062926,",207978",2016/01/13,20000 bis 50000,Schleswig-Holstein,West,m,85,Studium,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 03 - Januar,1117503,",233205",2016/01/13,500000 und mehr,Schleswig-Holstein,West,m,65,Abitur,nein,eine Person,eine Person,CDU/CSU,ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,1217949,",246684",2016/01/13,50000 bis 100000,Schleswig-Holstein,West,m,52,Studium,ja,zwei,zwei,FDP,ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,1234912,",442242",2016/01/13,500000 und mehr,Schleswig-Holstein,West,w,56,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,1373269,",912937",2016/01/13,500000 und mehr,Hamburg,West,w,58,Mittlerer Bildungsabschl,ja,zwei,zwei,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,1477546,",445558",2016/01/13,500000 und mehr,Hamburg,West,m,71,Mittlerer Bildungsabschl,nein,zwei,zwei,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 03 - Januar,1551594,",322974",2016/01/13,500000 und mehr,Hamburg,West,w,46,Abitur,ja,zwei,eine Person,SPD,ja,500 bis unter 1000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,1586401,",214936",2016/01/13,500000 und mehr,Hamburg,West,w,84,Studium,nein,eine Person,eine Person,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,1722395,",280857",2016/01/13,500000 und mehr,Hamburg,West,m,45,Studium,ja,vier,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,1864586,"1,191543",2016/01/13,500000 und mehr,Hamburg,West,m,71,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,1967104,",22216",2016/01/13,500000 und mehr,Hamburg,West,w,53,Abitur,ja,eine Person,eine Person,würde nicht wählen,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,2007814,"2,19348",2016/01/13,500000 und mehr,Hamburg,West,w,25,Abitur,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,2077282,"1,356345",2016/01/13,500000 und mehr,Hamburg,West,w,86,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher voran
KW 03 - Januar,2148525,"2,275059",2016/01/13,500000 und mehr,Hamburg,West,m,58,"Volks-, Hauptschule",ja,zwei,zwei,CDU/CSU,ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher voran
KW 03 - Januar,2167845,",699663",2016/01/13,100000 bis 500000,Niedersachsen,West,w,59,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 03 - Januar,2262836,",528769",2016/01/13,100000 bis 500000,Niedersachsen,West,w,60,Mittlerer Bildungsabschl,nein,zwei,zwei,SPD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,2412255,",395555",2016/01/13,100000 bis 500000,Niedersachsen,West,m,64,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 03 - Januar,2484826,",698699",2016/01/13,100000 bis 500000,Niedersachsen,West,m,73,Mittlerer Bildungsabschl,nein,drei,drei,AfD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,2508278,",707036",2016/01/13,100000 bis 500000,Niedersachsen,West,w,69,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,unter 500 Euro,mache mir Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe",kommt eher voran
KW 03 - Januar,2682031,"1,849578",2016/01/13,5000 bis 20000,Niedersachsen,West,m,76,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,2711533,"1,445575",2016/01/13,50000 bis 100000,Niedersachsen,West,m,49,Studium,ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,2759765,",986659",2016/01/13,20000 bis 50000,Niedersachsen,West,w,57,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,"weiß nicht, keine Angabe","eher Vorteile,",kommt eher voran
KW 03 - Januar,2779534,"2,079306",2016/01/13,50000 bis 100000,Niedersachsen,West,m,20,Abitur,nein,zwei,zwei,Die Linke,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,2780714,"1,565104",2016/01/13,50000 bis 100000,Niedersachsen,West,w,68,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,2826733,",645",2016/01/13,100000 bis 500000,Niedersachsen,West,w,81,Mittlerer Bildungsabschl,nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 03 - Januar,2831747,",270182",2016/01/13,100000 bis 500000,Niedersachsen,West,m,70,Studium,nein,zwei,zwei,würde nicht wählen,ja,keine Angabe,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,2872749,",480659",2016/01/13,500000 und mehr,Niedersachsen,West,m,50,Studium,ja,drei,drei,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 03 - Januar,2922902,"2,800062",2016/01/13,500000 und mehr,Niedersachsen,West,w,54,"Volks-, Hauptschule",ja,eine Person,eine Person,CDU/CSU,ja,2000 bis unter 2500,mache mir Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,3051522,"1,097131",2016/01/13,500000 und mehr,Niedersachsen,West,m,33,Studium,ja,vier,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,3238109,",243061",2016/01/13,500000 und mehr,Niedersachsen,West,m,56,Abitur,ja,drei,drei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,3287373,"1,764105",2016/01/13,500000 und mehr,Niedersachsen,West,w,87,Mittlerer Bildungsabschl,nein,zwei,zwei,Die Linke,ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,3336786,",993102",2016/01/13,500000 und mehr,Niedersachsen,West,m,39,Studium,ja,drei,zwei,SPD,ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,3463485,",782896",2016/01/13,500000 und mehr,Niedersachsen,West,m,49,Studium,ja,eine Person,eine Person,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,3553614,",476387",2016/01/13,bis 2000,Niedersachsen,West,w,72,Mittlerer Bildungsabschl,nein,eine Person,eine Person,CDU/CSU,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,3669252,"2,116015",2016/01/13,500000 und mehr,Niedersachsen,West,w,35,Studium,ja,vier,zwei,AfD,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,3800824,",889521",2016/01/13,20000 bis 50000,Niedersachsen,West,m,73,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,3900383,",621245",2016/01/13,100000 bis 500000,Niedersachsen,West,m,55,Mittlerer Bildungsabschl,ja,zwei,zwei,SPD,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,3915426,",496436",2016/01/13,100000 bis 500000,Niedersachsen,West,w,58,Studium,ja,drei,drei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 03 - Januar,3968234,",109663",2016/01/13,50000 bis 100000,Niedersachsen,West,m,62,Studium,ja,drei,drei,SPD,ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,4018825,",553596",2016/01/13,100000 bis 500000,Niedersachsen,West,w,53,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,4042719,",162507",2016/01/13,500000 und mehr,Niedersachsen,West,m,64,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,4098030,"1,985692",2016/01/13,500000 und mehr,Niedersachsen,West,w,47,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 03 - Januar,4222083,",309654",2016/01/13,100000 bis 500000,Niedersachsen,West,m,69,Studium,nein,zwei,zwei,AfD,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,4430056,",486695",2016/01/13,5000 bis 20000,Niedersachsen,West,w,54,Studium,nein,vier,drei, ,nein,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 03 - Januar,4733909,"3,379847",2016/01/13,100000 bis 500000,Niedersachsen,West,w,70,"Volks-, Hauptschule",nein,zwei,zwei,SPD,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,5037311,"2,350238",2016/01/13,100000 bis 500000,Niedersachsen,West,m,36,Mittlerer Bildungsabschl,ja,fuenf und mehr,drei,AfD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,5081269,"3,538759",2016/01/13,5000 bis 20000,Niedersachsen,West,w,48,Mittlerer Bildungsabschl,ja,vier,vier,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,5174343,",127577",2016/01/13,5000 bis 20000,Niedersachsen,West,w,50,Studium,ja,eine Person,eine Person,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,5248094,"1,855125",2016/01/13,50000 bis 100000,Niedersachsen,West,m,21,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 03 - Januar,5313289,",270182",2016/01/13,100000 bis 500000,Niedersachsen,West,m,80,Studium,nein,zwei,zwei,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 03 - Januar,5358716,",331636",2016/01/13,50000 bis 100000,Niedersachsen,West,w,69,Abitur,nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,5384384,"1,032527",2016/01/13,5000 bis 20000,Niedersachsen,West,w,49,Mittlerer Bildungsabschl,ja,drei,drei,SPD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,5531734,"1,647508",2016/01/13,2000 bis 5000,Niedersachsen,West,w,65,"Volks-, Hauptschule",nein,fuenf und mehr,drei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,5578492,",724077",2016/01/13,20000 bis 50000,Niedersachsen,West,m,44,Mittlerer Bildungsabschl,ja,vier,zwei,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,5713012,"1,761738",2016/01/13,20000 bis 50000,Niedersachsen,West,m,53,"Volks-, Hauptschule",ja,vier,drei,AfD,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,5741037,",610507",2016/01/13,20000 bis 50000,Niedersachsen,West,m,43,Mittlerer Bildungsabschl,ja,eine Person,eine Person,würde nicht wählen,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,6017890,",931742",2016/01/13,500000 und mehr,Bremen,West,m,50,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,6215102,"1,235233",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,w,63,Mittlerer Bildungsabschl,ja,zwei,zwei,CDU/CSU,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,6347407,",302423",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,w,86,Studium,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher voran
KW 03 - Januar,6627067,"1,324681",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,m,76,"Volks-, Hauptschule",nein,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 03 - Januar,6752739,"1,908426",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,w,85,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,7165591,",155938",2016/01/13,100000 bis 500000,Nordrhein-Westfalen,West,m,66,Studium,ja,zwei,zwei,CDU/CSU,ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 03 - Januar,7219721,"1,769611",2016/01/13,100000 bis 500000,Nordrhein-Westfalen,West,m,35,Mittlerer Bildungsabschl,ja,fuenf und mehr,zwei,SPD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,7455579,",077542",2016/01/13,100000 bis 500000,Nordrhein-Westfalen,West,m,60,Studium,ja,eine Person,eine Person,SPD,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,7582719,"1,625912",2016/01/13,20000 bis 50000,Nordrhein-Westfalen,West,w,47,Mittlerer Bildungsabschl,ja,drei,drei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 03 - Januar,7698656,",192522",2016/01/13,100000 bis 500000,Nordrhein-Westfalen,West,m,58,Studium,ja,drei,drei,SPD,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher voran
KW 03 - Januar,7699685,",229707",2016/01/13,100000 bis 500000,Nordrhein-Westfalen,West,m,54,Studium,ja,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 03 - Januar,7799693,",774381",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,w,28,Abitur,nein,drei,drei,CDU/CSU,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 03 - Januar,7816654,"2,771622",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,w,16,Schüler,nein,fuenf und mehr,fuenf und mehr, ,nein,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,"weiß nicht, keine Angabe"
KW 03 - Januar,8010028,"4,048631",2016/01/13,500000 und mehr,Nordrhein-Westfalen,West,w,74,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher voran
